"codigo_funcionario";"email_funcionario";"codigo_beneficio";"codigo_empresa";"tipo_beneficio";"valor_beneficio"
854;"";1;5;"1";"938"
855;"";2;6;"2";"665"
856;"";2;2;"2";"860"
857;"";1;7;"1";"769"
858;"";1;8;"1";"953"
859;"";2;4;"2";"893"
860;"";1;7;"1";"684"
861;"";1;6;"1";"917"
862;"";2;7;"2";"656"
863;"";1;1;"1";"515"
864;"";2;1;"2";"568"
865;"";2;8;"2";"527"
866;"";1;4;"1";"525"
867;"";2;8;"2";"881"
868;"";1;6;"1";"585"
869;"";1;6;"1";"707"
870;"";1;1;"1";"843"
871;"";1;8;"1";"743"
872;"";1;5;"1";"555"
873;"";2;7;"2";"639"
874;"";1;1;"1";"745"
875;"";2;4;"2";"878"
876;"";2;2;"2";"858"
877;"";1;2;"1";"1014"
878;"";2;3;"2";"550"
879;"";1;3;"1";"640"
880;"";2;5;"2";"1050"
881;"";1;3;"1";"1042"
882;"";1;1;"1";"928"
883;"";1;3;"1";"785"
884;"";2;8;"2";"563"
885;"";1;3;"1";"933"
886;"";2;3;"2";"873"
887;"";2;3;"2";"793"
888;"";1;6;"1";"1037"
889;"";1;8;"1";"512"
890;"";2;2;"2";"721"
891;"";1;8;"1";"841"
892;"";2;3;"2";"741"
893;"";2;8;"2";"655"
894;"";2;1;"2";"916"
895;"";2;7;"2";"720"
896;"";2;5;"2";"715"
897;"";1;2;"1";"942"
898;"";2;3;"2";"687"
899;"";1;5;"1";"746"
900;"";1;8;"1";"893"
901;"";2;8;"2";"781"
902;"";2;4;"2";"714"
903;"";2;4;"2";"975"
904;"";1;5;"1";"1014"
905;"";1;3;"1";"759"
906;"";1;3;"1";"926"
907;"";1;7;"1";"997"
908;"";2;2;"2";"843"
909;"";2;7;"2";"882"
910;"";2;7;"2";"791"
911;"";1;2;"1";"795"
912;"";2;2;"2";"717"
913;"";1;2;"1";"927"
914;"";1;7;"1";"857"
915;"";2;2;"2";"901"
916;"";2;7;"2";"616"
917;"";2;5;"2";"829"
918;"";1;1;"1";"528"
919;"";1;6;"1";"1006"
920;"";2;3;"2";"815"
921;"";2;8;"2";"824"
922;"";2;6;"2";"1001"
923;"";1;4;"1";"913"
924;"";1;1;"1";"765"
925;"";1;4;"1";"537"
926;"";1;3;"1";"820"
927;"";1;6;"1";"695"
928;"";1;4;"1";"749"
929;"";1;5;"1";"774"
930;"";1;5;"1";"638"
931;"";2;5;"2";"702"
932;"";2;7;"2";"762"
933;"";2;2;"2";"715"
934;"";2;4;"2";"1025"
935;"";1;3;"1";"790"
936;"";1;2;"1";"927"
937;"";1;2;"1";"1043"
938;"";1;4;"1";"784"
939;"";1;1;"1";"773"
940;"";1;5;"1";"774"
941;"";2;5;"2";"675"
942;"";1;2;"1";"850"
943;"";2;8;"2";"936"
944;"";2;5;"2";"606"
945;"";1;8;"1";"707"
946;"";1;7;"1";"586"
947;"";2;8;"2";"1030"
948;"";1;8;"1";"871"
949;"";2;7;"2";"834"
950;"";1;6;"1";"532"
951;"";1;5;"1";"696"
952;"";2;3;"2";"1030"
953;"";1;8;"1";"675"
954;"";1;6;"1";"671"
955;"";1;3;"1";"900"
956;"";1;6;"1";"816"
957;"";2;3;"2";"810"
958;"";2;8;"2";"775"
959;"";1;8;"1";"967"
960;"";2;1;"2";"645"
961;"";1;7;"1";"649"
962;"";1;6;"1";"596"
963;"";1;3;"1";"652"
964;"";2;6;"2";"950"
965;"";2;3;"2";"645"
966;"";1;4;"1";"791"
967;"";2;3;"2";"512"
968;"";2;7;"2";"763"
969;"";2;5;"2";"514"
970;"";1;6;"1";"795"
971;"";2;1;"2";"998"
972;"";1;4;"1";"735"
973;"";2;8;"2";"820"
974;"";1;7;"1";"894"
975;"";1;1;"1";"556"
976;"";1;5;"1";"526"
977;"";1;1;"1";"847"
978;"";2;6;"2";"1039"
979;"";1;6;"1";"599"
980;"";1;2;"1";"800"
981;"";1;5;"1";"754"
982;"";2;5;"2";"1023"
983;"";2;1;"2";"699"
984;"";1;6;"1";"691"
985;"";1;8;"1";"773"
986;"";1;7;"1";"995"
987;"";2;5;"2";"749"
988;"";1;5;"1";"677"
989;"";2;4;"2";"614"
990;"";2;7;"2";"528"
991;"";2;2;"2";"778"
992;"";1;6;"1";"892"
993;"";2;8;"2";"734"
994;"";2;7;"2";"565"
995;"";1;5;"1";"1020"
996;"";2;1;"2";"891"
997;"";1;3;"1";"893"
998;"";1;1;"1";"947"
999;"";1;7;"1";"823"
1000;"";1;2;"1";"786"
1001;"";1;7;"1";"788"
1002;"";2;2;"2";"731"
1003;"";2;8;"2";"767"
1004;"";1;3;"1";"507"
1005;"";1;8;"1";"1046"
1006;"";1;8;"1";"877"
1007;"";2;8;"2";"534"
1008;"";1;5;"1";"859"
1009;"";1;1;"1";"970"
1010;"";2;5;"2";"979"
1011;"";2;4;"2";"639"
1012;"";1;6;"1";"887"
1013;"";1;8;"1";"568"
1014;"";1;5;"1";"753"
1015;"";1;1;"1";"585"
1016;"";1;8;"1";"730"
1017;"";2;6;"2";"734"
1018;"";2;7;"2";"782"
1019;"";1;2;"1";"801"
1020;"";2;2;"2";"953"
1021;"";2;6;"2";"601"
1022;"";2;7;"2";"500"
1023;"";2;8;"2";"1020"
1024;"";2;1;"2";"535"
1025;"";2;8;"2";"558"
1026;"";2;8;"2";"638"
1027;"";1;4;"1";"1006"
1028;"";2;4;"2";"690"
1029;"";1;6;"1";"655"
1030;"";2;5;"2";"842"
1031;"";2;6;"2";"583"
1032;"";1;3;"1";"672"
1033;"";2;3;"2";"560"
1034;"";1;1;"1";"985"
1035;"";1;3;"1";"618"
1036;"";2;3;"2";"929"
1037;"";1;6;"1";"644"
1038;"";2;4;"2";"854"
1039;"";1;7;"1";"1040"
1040;"";2;3;"2";"839"
1041;"";1;5;"1";"784"
1042;"";2;8;"2";"735"
1043;"";1;6;"1";"917"
1044;"";1;1;"1";"951"
1045;"";1;8;"1";"696"
1046;"";2;1;"2";"502"
1047;"";2;4;"2";"604"
1048;"";2;8;"2";"604"
1049;"";1;6;"1";"806"
1050;"";2;8;"2";"534"
1051;"";1;1;"1";"695"
1052;"";2;4;"2";"685"
1053;"";1;8;"1";"980"
1054;"";1;3;"1";"1027"
1055;"";1;4;"1";"800"
1056;"";2;7;"2";"672"
1057;"";2;3;"2";"955"
1058;"";1;2;"1";"616"
1059;"";1;6;"1";"728"
1060;"";2;1;"2";"713"
1061;"";1;1;"1";"910"
1062;"";2;6;"2";"685"
1063;"";1;1;"1";"924"
1064;"";1;5;"1";"950"
1065;"";1;7;"1";"714"
1066;"";2;6;"2";"634"
1067;"";1;4;"1";"682"
1068;"";1;8;"1";"954"
1069;"";2;2;"2";"849"
1070;"";2;7;"2";"719"
1071;"";2;4;"2";"1000"
1072;"";2;7;"2";"913"
1073;"";2;1;"2";"826"
1074;"";2;8;"2";"933"
1075;"";2;5;"2";"1018"
1076;"";1;7;"1";"965"
1077;"";2;7;"2";"1007"
1078;"";2;6;"2";"589"
1079;"";1;4;"1";"500"
1080;"";2;4;"2";"750"
1081;"";2;7;"2";"982"
1082;"";1;6;"1";"594"
1083;"";1;2;"1";"612"
1084;"";1;8;"1";"593"
1085;"";1;3;"1";"941"
1086;"";2;4;"2";"789"
1087;"";1;2;"1";"1048"
1088;"";1;8;"1";"906"
1089;"";2;1;"2";"846"
1090;"";1;8;"1";"769"
1091;"";2;2;"2";"628"
1092;"";1;5;"1";"956"
1093;"";1;7;"1";"589"
1094;"";1;2;"1";"953"
1095;"";2;6;"2";"682"
1096;"";1;7;"1";"743"
1097;"";2;7;"2";"992"
1098;"";2;8;"2";"527"
1099;"";1;8;"1";"915"
1100;"";2;1;"2";"675"
1101;"";1;7;"1";"951"
1102;"";2;5;"2";"685"
1103;"";1;6;"1";"586"
1104;"";1;8;"1";"607"
1105;"";2;1;"2";"525"
1106;"";2;1;"2";"698"
1107;"";2;3;"2";"979"
1108;"";1;6;"1";"631"
1109;"";2;5;"2";"1009"
1110;"";1;3;"1";"985"
1111;"";2;4;"2";"904"
1112;"";1;7;"1";"589"
1113;"";1;6;"1";"507"
1114;"";1;1;"1";"966"
1115;"";2;5;"2";"777"
1116;"";2;6;"2";"552"
1117;"";1;1;"1";"897"
1118;"";2;1;"2";"731"
1119;"";1;1;"1";"852"
1120;"";2;4;"2";"969"
1121;"";1;3;"1";"684"
1122;"";2;1;"2";"969"
1123;"";1;1;"1";"750"
1124;"";2;8;"2";"894"
1125;"";1;1;"1";"886"
1126;"";1;6;"1";"668"
1127;"";2;4;"2";"633"
1128;"";2;5;"2";"847"
1129;"";1;8;"1";"940"
1130;"";2;8;"2";"599"
1131;"";2;3;"2";"930"
1132;"";2;4;"2";"736"
1133;"";2;8;"2";"638"
1134;"";2;5;"2";"591"
1135;"";1;1;"1";"541"
1136;"";1;1;"1";"803"
1137;"";1;4;"1";"851"
1138;"";1;4;"1";"601"
1139;"";2;7;"2";"898"
1140;"";1;7;"1";"942"
1141;"";1;6;"1";"549"
1142;"";1;5;"1";"500"
1143;"";1;5;"1";"748"
1144;"";2;3;"2";"795"
1145;"";1;3;"1";"953"
1146;"";2;2;"2";"1034"
1147;"";2;4;"2";"804"
1148;"";2;7;"2";"515"
1149;"";1;3;"1";"525"
1150;"";1;7;"1";"919"
1151;"";2;7;"2";"927"
1152;"";1;4;"1";"679"
1153;"";1;8;"1";"893"
1154;"";2;7;"2";"721"
1155;"";2;7;"2";"704"
1156;"";2;4;"2";"1050"
1157;"";2;1;"2";"879"
1158;"";1;3;"1";"724"
1159;"";1;5;"1";"733"
1160;"";1;7;"1";"884"
1161;"";1;3;"1";"1030"
1162;"";1;7;"1";"790"
1163;"";1;7;"1";"555"
1164;"";2;3;"2";"824"
1165;"";1;8;"1";"899"
1166;"";2;2;"2";"766"
1167;"";1;3;"1";"640"
1168;"";1;4;"1";"807"
1169;"";1;4;"1";"952"
1170;"";2;5;"2";"846"
1171;"";2;7;"2";"745"
1172;"";2;7;"2";"993"
1173;"";1;8;"1";"877"
1174;"";2;1;"2";"732"
1175;"";2;6;"2";"867"
1176;"";1;8;"1";"807"
1177;"";2;4;"2";"566"
1178;"";1;6;"1";"548"
1179;"";2;6;"2";"719"
1180;"";2;4;"2";"730"
1181;"";1;8;"1";"1033"
1182;"";1;7;"1";"599"
1183;"";2;2;"2";"914"
1184;"";1;3;"1";"603"
1185;"";1;2;"1";"548"
1186;"";2;3;"2";"912"
1187;"";1;8;"1";"594"
1188;"";1;4;"1";"883"
1189;"";2;7;"2";"572"
1190;"";2;4;"2";"623"
1191;"";1;8;"1";"762"
1192;"";2;7;"2";"610"
1193;"";2;1;"2";"901"
1194;"";2;4;"2";"846"
1195;"";1;5;"1";"910"
1196;"";1;8;"1";"565"
1197;"";2;6;"2";"806"
1198;"";2;5;"2";"826"
1199;"";1;4;"1";"1010"
1200;"";1;8;"1";"1041"
1201;"";2;3;"2";"886"
1202;"";2;7;"2";"1032"
1203;"";1;5;"1";"986"
1204;"";2;4;"2";"803"
1205;"";1;3;"1";"942"
1206;"";1;1;"1";"875"
1207;"";1;4;"1";"660"
1208;"";1;8;"1";"674"
1209;"";1;8;"1";"897"
1210;"";2;1;"2";"893"
1211;"";2;7;"2";"805"
1212;"";1;5;"1";"747"
1213;"";1;8;"1";"504"
1214;"";1;2;"1";"615"
1215;"";1;6;"1";"823"
1216;"";1;3;"1";"944"
1217;"";2;3;"2";"606"
1218;"";1;1;"1";"585"
1219;"";1;4;"1";"987"
1220;"";2;5;"2";"532"
1221;"";1;4;"1";"919"
1222;"";1;2;"1";"913"
1223;"";1;3;"1";"717"
1224;"";2;8;"2";"789"
1225;"";1;6;"1";"1027"
1226;"";1;6;"1";"777"
1227;"";1;5;"1";"527"
1228;"";2;8;"2";"818"
1229;"";2;1;"2";"888"
1230;"";2;2;"2";"755"
1231;"";1;3;"1";"606"
1232;"";1;1;"1";"952"
1233;"";1;8;"1";"947"
1234;"";2;8;"2";"833"
1235;"";2;4;"2";"566"
1236;"";1;6;"1";"821"
1237;"";1;7;"1";"898"
1238;"";1;8;"1";"834"
1239;"";2;8;"2";"983"
1240;"";2;1;"2";"647"
1241;"";2;6;"2";"758"
1242;"";2;3;"2";"844"
1243;"";2;5;"2";"758"
1244;"";2;8;"2";"812"
1245;"";1;1;"1";"928"
1246;"";1;7;"1";"893"
1247;"";2;3;"2";"697"
1248;"";1;7;"1";"890"
1249;"";1;7;"1";"543"
1250;"";2;4;"2";"639"
1251;"";2;6;"2";"840"
1252;"";1;5;"1";"506"
1253;"";2;8;"2";"866"
1254;"";2;1;"2";"560"
1255;"";1;8;"1";"920"
1256;"";1;1;"1";"980"
1257;"";1;1;"1";"562"
1258;"";1;8;"1";"640"
1259;"";2;3;"2";"534"
1260;"";2;5;"2";"649"
1261;"";1;7;"1";"614"
1262;"";2;7;"2";"755"
1263;"";1;7;"1";"862"
1264;"";2;8;"2";"769"
1265;"";1;7;"1";"522"
1266;"";1;2;"1";"632"
1267;"";1;5;"1";"709"
1268;"";1;8;"1";"721"
1269;"";1;6;"1";"770"
1270;"";1;8;"1";"576"
1271;"";2;5;"2";"819"
1272;"";2;2;"2";"793"
1273;"";1;6;"1";"862"
1274;"";1;7;"1";"986"
1275;"";2;8;"2";"795"
1276;"";1;5;"1";"736"
1277;"";2;4;"2";"998"
1278;"";1;6;"1";"503"
1279;"";2;4;"2";"923"
1280;"";2;1;"2";"534"
1281;"";2;5;"2";"973"
1282;"";2;4;"2";"863"
1283;"";1;6;"1";"833"
1284;"";2;6;"2";"959"
1285;"";2;4;"2";"790"
1286;"";2;8;"2";"605"
1287;"";1;1;"1";"736"
1288;"";1;2;"1";"540"
1289;"";1;6;"1";"743"
1290;"";2;6;"2";"735"
1291;"";2;1;"2";"946"
1292;"";1;8;"1";"647"
1293;"";1;7;"1";"819"
1294;"";2;4;"2";"864"
1295;"";2;4;"2";"697"
1296;"";1;5;"1";"700"
1297;"";1;4;"1";"549"
1298;"";2;3;"2";"1003"
1299;"";1;8;"1";"917"
1300;"";2;3;"2";"981"
1301;"";1;7;"1";"525"
1302;"";1;7;"1";"1038"
1303;"";1;4;"1";"1009"
1304;"";2;4;"2";"847"
1305;"";2;4;"2";"536"
1306;"";2;3;"2";"991"
1307;"";2;3;"2";"886"
1308;"";1;3;"1";"1023"
1309;"";1;2;"1";"516"
1310;"";1;8;"1";"693"
1311;"";2;8;"2";"555"
1312;"";1;6;"1";"688"
1313;"";1;8;"1";"673"
1314;"";2;3;"2";"815"
1315;"";1;2;"1";"882"
1316;"";1;7;"1";"913"
1317;"";1;1;"1";"509"
1318;"";2;8;"2";"679"
1319;"";2;6;"2";"897"
1320;"";2;4;"2";"958"
1321;"";1;3;"1";"828"
1322;"";1;4;"1";"1019"
1323;"";2;1;"2";"915"
1324;"";1;2;"1";"535"
1325;"";2;7;"2";"946"
1326;"";2;8;"2";"856"
1327;"";1;6;"1";"1021"
1328;"";2;1;"2";"890"
1329;"";2;7;"2";"615"
1330;"";1;4;"1";"845"
1331;"";1;7;"1";"698"
1332;"";2;5;"2";"982"
1333;"";1;6;"1";"1033"
1334;"";2;4;"2";"546"
1335;"";1;7;"1";"502"
1336;"";2;8;"2";"553"
1337;"";1;1;"1";"976"
1338;"";1;8;"1";"987"
1339;"";2;3;"2";"736"
1340;"";1;1;"1";"984"
1341;"";2;7;"2";"947"
1342;"";1;1;"1";"867"
1343;"";2;3;"2";"858"
1344;"";2;5;"2";"915"
1345;"";2;7;"2";"532"
1346;"";1;3;"1";"728"
1347;"";2;4;"2";"705"
1348;"";2;2;"2";"945"
1349;"";2;8;"2";"518"
1350;"";2;7;"2";"762"
1351;"";1;8;"1";"1027"
1352;"";1;3;"1";"968"
1353;"";1;7;"1";"509"
1354;"";2;6;"2";"553"
1355;"";2;8;"2";"568"
1356;"";2;2;"2";"633"
1357;"";1;7;"1";"904"
1358;"";1;7;"1";"559"
1359;"";1;6;"1";"765"
1360;"";1;7;"1";"844"
1361;"";2;5;"2";"893"
1362;"";1;8;"1";"854"
1363;"";1;6;"1";"796"
1364;"";2;4;"2";"677"
1365;"";1;2;"1";"890"
1366;"";1;2;"1";"507"
1367;"";1;6;"1";"962"
1368;"";1;4;"1";"1048"
1369;"";2;1;"2";"532"
1370;"";1;7;"1";"946"
1371;"";2;5;"2";"678"
1372;"";1;4;"1";"542"
1373;"";2;1;"2";"826"
1374;"";2;3;"2";"836"
1375;"";2;3;"2";"957"
1376;"";1;2;"1";"763"
1377;"";2;5;"2";"599"
1378;"";1;6;"1";"849"
1379;"";2;7;"2";"987"
1380;"";2;3;"2";"904"
1381;"";2;3;"2";"941"
1382;"";1;8;"1";"911"
1383;"";2;3;"2";"795"
1384;"";2;2;"2";"820"
1385;"";1;8;"1";"1041"
1386;"";1;6;"1";"856"
1387;"";2;3;"2";"920"
1388;"";2;5;"2";"1013"
1389;"";1;6;"1";"780"
1390;"";1;7;"1";"762"
1391;"";1;2;"1";"714"
1392;"";1;6;"1";"984"
1393;"";1;2;"1";"718"
1394;"";1;5;"1";"925"
1395;"";2;3;"2";"810"
1396;"";2;7;"2";"733"
1397;"";1;4;"1";"773"
1398;"";2;5;"2";"532"
1399;"";2;8;"2";"986"
1400;"";2;5;"2";"995"
1401;"";2;3;"2";"760"
1402;"";1;3;"1";"526"
1403;"";2;4;"2";"963"
1404;"";1;4;"1";"993"
1405;"";2;2;"2";"667"
1406;"";2;4;"2";"623"
1407;"";1;5;"1";"615"
1408;"";2;1;"2";"531"
1409;"";1;6;"1";"981"
1410;"";2;7;"2";"576"
1411;"";2;1;"2";"1028"
1412;"";2;7;"2";"900"
1413;"";2;6;"2";"1017"
1414;"";1;5;"1";"618"
1415;"";2;6;"2";"953"
1416;"";2;8;"2";"746"
1417;"";1;7;"1";"703"
1418;"";1;4;"1";"648"
1419;"";1;4;"1";"746"
1420;"";2;1;"2";"655"
1421;"";1;5;"1";"768"
1422;"";2;2;"2";"587"
1423;"";1;5;"1";"801"
1424;"";2;2;"2";"1024"
1425;"";2;8;"2";"902"
1426;"";2;5;"2";"921"
1427;"";2;3;"2";"930"
1428;"";1;1;"1";"889"
1429;"";1;3;"1";"513"
1430;"";2;7;"2";"522"
1431;"";2;3;"2";"786"
1432;"";2;3;"2";"859"
1433;"";2;8;"2";"538"
1434;"";1;5;"1";"713"
1435;"";1;5;"1";"1038"
1436;"";1;6;"1";"539"
1437;"";1;5;"1";"860"
1438;"";2;3;"2";"578"
1439;"";1;6;"1";"568"
1440;"";2;7;"2";"674"
1441;"";1;3;"1";"517"
1442;"";1;2;"1";"975"
1443;"";2;6;"2";"770"
1444;"";2;8;"2";"668"
1445;"";2;8;"2";"825"
1446;"";1;5;"1";"1046"
1447;"";1;2;"1";"1019"
1448;"";1;1;"1";"869"
1449;"";2;7;"2";"604"
1450;"";1;6;"1";"795"
1451;"";2;3;"2";"876"
1452;"";1;1;"1";"699"
1453;"";1;3;"1";"687"
1454;"";2;8;"2";"1019"
1455;"";1;2;"1";"597"
1456;"";2;4;"2";"674"
1457;"";1;4;"1";"633"
1458;"";2;7;"2";"1043"
1459;"";2;5;"2";"993"
1460;"";2;6;"2";"792"
1461;"";1;8;"1";"918"
1462;"";1;3;"1";"740"
1463;"";2;7;"2";"938"
1464;"";2;4;"2";"789"
1465;"";2;8;"2";"601"
1466;"";1;7;"1";"753"
1467;"";1;2;"1";"873"
1468;"";1;1;"1";"962"
1469;"";2;5;"2";"726"
1470;"";2;2;"2";"988"
1471;"";1;7;"1";"619"
1472;"";1;5;"1";"521"
1473;"";2;2;"2";"664"
1474;"";1;3;"1";"923"
1475;"";2;7;"2";"865"
1476;"";1;4;"1";"584"
1477;"";2;2;"2";"867"
1478;"";1;1;"1";"557"
1479;"";1;6;"1";"563"
1480;"";1;7;"1";"876"
1481;"";1;4;"1";"892"
1482;"";2;2;"2";"553"
1483;"";2;5;"2";"854"
1484;"";1;1;"1";"1015"
1485;"";1;2;"1";"862"
1486;"";1;4;"1";"777"
1487;"";2;6;"2";"968"
1488;"";2;2;"2";"821"
1489;"";1;3;"1";"728"
1490;"";2;4;"2";"947"
1491;"";1;2;"1";"697"
1492;"";1;1;"1";"724"
1493;"";1;4;"1";"744"
1494;"";1;1;"1";"532"
1495;"";1;8;"1";"710"
1496;"";2;1;"2";"985"
1497;"";2;1;"2";"855"
1498;"";2;3;"2";"514"
1499;"";2;8;"2";"879"
1500;"";1;7;"1";"822"
1501;"";2;5;"2";"686"
1502;"";2;7;"2";"1048"
1503;"";1;8;"1";"705"
1504;"";2;2;"2";"1010"
1505;"";1;6;"1";"947"
1506;"";1;1;"1";"941"
1507;"";1;4;"1";"972"
1508;"";2;7;"2";"568"
1509;"";1;2;"1";"612"
1510;"";2;7;"2";"983"
1511;"";1;7;"1";"736"
1512;"";2;8;"2";"628"
1513;"";1;1;"1";"1016"
1514;"";2;3;"2";"662"
1515;"";1;7;"1";"1016"
1516;"";2;3;"2";"895"
1517;"";2;3;"2";"658"
1518;"";2;1;"2";"850"
1519;"";2;1;"2";"690"
1520;"";1;1;"1";"1014"
1521;"";2;4;"2";"651"
1522;"";1;6;"1";"558"
1523;"";1;7;"1";"879"
1524;"";2;1;"2";"850"
1525;"";2;6;"2";"935"
1526;"";2;6;"2";"876"
1527;"";2;2;"2";"1005"
1528;"";2;1;"2";"550"
1529;"";1;2;"1";"749"
1530;"";1;3;"1";"843"
1531;"";1;8;"1";"613"
1532;"";1;3;"1";"718"
1533;"";2;6;"2";"1010"
1534;"";1;1;"1";"566"
1535;"";2;3;"2";"894"
1536;"";2;8;"2";"561"
1537;"";1;8;"1";"773"
1538;"";2;7;"2";"981"
1539;"";1;2;"1";"636"
1540;"";2;3;"2";"983"
1541;"";2;2;"2";"542"
1542;"";2;4;"2";"949"
1543;"";2;4;"2";"983"
1544;"";2;1;"2";"1019"
1545;"";1;2;"1";"801"
1546;"";1;3;"1";"632"
1547;"";2;3;"2";"861"
1548;"";2;6;"2";"842"
1549;"";1;1;"1";"755"
1550;"";2;2;"2";"954"
1551;"";1;4;"1";"752"
1552;"";1;6;"1";"827"
1553;"";1;6;"1";"996"
1554;"";2;7;"2";"908"
1555;"";2;8;"2";"569"
1556;"";2;3;"2";"770"
1557;"";2;7;"2";"812"
1558;"";2;8;"2";"744"
1559;"";2;6;"2";"574"
1560;"";1;1;"1";"503"
1561;"";1;8;"1";"997"
1562;"";1;3;"1";"697"
1563;"";1;5;"1";"859"
1564;"";2;3;"2";"889"
1565;"";1;5;"1";"552"
1566;"";1;1;"1";"777"
1567;"";2;6;"2";"878"
1568;"";2;6;"2";"787"
1569;"";1;6;"1";"668"
1570;"";2;1;"2";"670"
1571;"";1;8;"1";"733"
1572;"";2;5;"2";"659"
1573;"";1;7;"1";"719"
1574;"";2;1;"2";"622"
1575;"";2;6;"2";"797"
1576;"";1;7;"1";"818"
1577;"";2;6;"2";"640"
1578;"";1;2;"1";"753"
1579;"";2;1;"2";"931"
1580;"";2;3;"2";"567"
1581;"";1;4;"1";"953"
1582;"";2;8;"2";"628"
1583;"";1;2;"1";"895"
1584;"";1;3;"1";"623"
1585;"";1;3;"1";"608"
1586;"";2;7;"2";"561"
1587;"";2;1;"2";"608"
1588;"";2;7;"2";"890"
1589;"";1;6;"1";"751"
1590;"";2;6;"2";"623"
1591;"";1;5;"1";"534"
1592;"";1;6;"1";"1031"
1593;"";1;4;"1";"815"
1594;"";1;8;"1";"937"
1595;"";2;4;"2";"782"
1596;"";1;6;"1";"915"
1597;"";1;2;"1";"962"
1598;"";2;5;"2";"642"
1599;"";1;1;"1";"503"
1600;"";1;8;"1";"856"
1601;"";1;3;"1";"962"
1602;"";1;8;"1";"723"
1603;"";2;6;"2";"972"
1604;"";1;6;"1";"762"
1605;"";2;4;"2";"831"
1606;"";1;8;"1";"586"
1607;"";1;1;"1";"618"
1608;"";2;6;"2";"960"
1609;"";2;4;"2";"799"
1610;"";1;5;"1";"642"
1611;"";2;2;"2";"663"
1612;"";1;8;"1";"555"
1613;"";1;3;"1";"858"
1614;"";2;2;"2";"1016"
1615;"";2;3;"2";"926"
1616;"";2;6;"2";"537"
1617;"";2;6;"2";"1007"
1618;"";1;1;"1";"552"
1619;"";1;7;"1";"602"
1620;"";2;1;"2";"859"
1621;"";1;6;"1";"502"
1622;"";1;7;"1";"906"
1623;"";2;4;"2";"839"
1624;"";1;4;"1";"996"
1625;"";1;4;"1";"910"
1626;"";2;3;"2";"583"
1627;"";2;3;"2";"614"
1628;"";2;3;"2";"615"
1629;"";1;1;"1";"596"
1630;"";1;4;"1";"777"
1631;"";2;2;"2";"899"
1632;"";2;2;"2";"502"
1633;"";2;2;"2";"593"
1634;"";1;3;"1";"581"
1635;"";2;1;"2";"571"
1636;"";1;6;"1";"697"
1637;"";1;6;"1";"612"
1638;"";2;3;"2";"508"
1639;"";2;6;"2";"514"
1640;"";1;6;"1";"954"
1641;"";2;6;"2";"862"
1642;"";2;4;"2";"537"
1643;"";1;4;"1";"645"
1644;"";1;6;"1";"912"
1645;"";2;6;"2";"522"
1646;"";2;1;"2";"703"
1647;"";1;3;"1";"613"
1648;"";1;4;"1";"876"
1649;"";2;8;"2";"727"
1650;"";1;7;"1";"939"
1651;"";1;6;"1";"656"
1652;"";1;6;"1";"657"
1653;"";2;8;"2";"736"
1654;"";1;3;"1";"1024"
1655;"";2;8;"2";"537"
1656;"";1;4;"1";"886"
1657;"";2;7;"2";"776"
1658;"";1;8;"1";"795"
1659;"";1;6;"1";"901"
1660;"";2;3;"2";"628"
1661;"";1;3;"1";"923"
1662;"";2;1;"2";"618"
1663;"";1;1;"1";"902"
1664;"";1;7;"1";"734"
1665;"";1;2;"1";"921"
1666;"";1;2;"1";"549"
1667;"";1;2;"1";"962"
1668;"";2;1;"2";"858"
1669;"";1;6;"1";"866"
1670;"";2;6;"2";"999"
1671;"";2;2;"2";"884"
1672;"";1;7;"1";"770"
1673;"";1;5;"1";"890"
1674;"";2;5;"2";"931"
1675;"";2;3;"2";"906"
1676;"";2;5;"2";"725"
1677;"";2;4;"2";"838"
1678;"";1;1;"1";"628"
1679;"";1;6;"1";"504"
1680;"";1;3;"1";"1027"
1681;"";2;5;"2";"658"
1682;"";1;7;"1";"737"
1683;"";2;6;"2";"898"
1684;"";1;1;"1";"831"
1685;"";1;2;"1";"555"
1686;"";1;5;"1";"734"
1687;"";2;6;"2";"767"
1688;"";2;8;"2";"841"
1689;"";2;3;"2";"751"
1690;"";2;4;"2";"775"
1691;"";1;3;"1";"969"
1692;"";1;1;"1";"766"
1693;"";1;2;"1";"665"
1694;"";1;5;"1";"529"
1695;"";1;1;"1";"1026"
1696;"";2;8;"2";"666"
1697;"";1;1;"1";"835"
1698;"";1;2;"1";"710"
1699;"";1;4;"1";"878"
1700;"";1;8;"1";"770"
1701;"";2;8;"2";"689"
1702;"";2;4;"2";"700"
1703;"";2;3;"2";"823"
1704;"";2;7;"2";"689"
1705;"";1;8;"1";"642"
1706;"";1;1;"1";"842"
1707;"";2;4;"2";"741"
1708;"";2;7;"2";"572"
1709;"";2;4;"2";"975"
1710;"";1;7;"1";"546"
1711;"";1;6;"1";"771"
1712;"";1;3;"1";"923"
1713;"";2;8;"2";"600"
1714;"";1;6;"1";"697"
1715;"";1;8;"1";"861"
1716;"";2;2;"2";"631"
1717;"";1;5;"1";"855"
1718;"";2;4;"2";"518"
1719;"";2;2;"2";"676"
1720;"";1;8;"1";"824"
1721;"";2;2;"2";"859"
1722;"";1;6;"1";"793"
1723;"";2;1;"2";"696"
1724;"";1;8;"1";"764"
1725;"";1;3;"1";"823"
1726;"";2;1;"2";"962"
1727;"";2;7;"2";"801"
1728;"";1;3;"1";"532"
1729;"";1;6;"1";"664"
