"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"1382","","8","911"
"1383","","3","795"
"1384","","2","820"
"1385","","8","1041"
"1386","","6","856"
"1387","","3","920"
"1388","","5","1013"
"1389","","6","780"
"1390","","7","762"
"1391","","2","714"
"1392","","6","984"
"1393","","2","718"
"1394","","5","925"
"1395","","3","810"
"1396","","7","733"
"1397","","4","773"
"1398","","5","532"
"1399","","8","986"
"1400","","5","995"
"1401","","3","760"
"1402","","3","526"
"1403","","4","963"
"1404","","4","993"
"1405","","2","667"
"1406","","4","623"
"1407","","5","615"
"1408","","1","531"
"1409","","6","981"
"1410","","7","576"
"1411","","1","1028"
"1412","","7","900"
"1413","","6","1017"
"1414","","5","618"
"1415","","6","953"
"1416","","8","746"
"1417","","7","703"
"1418","","4","648"
"1419","","4","746"
"1420","","1","655"
"1421","","5","768"
"1422","","2","587"
"1423","","5","801"
"1424","","2","1024"
"1425","","8","902"
"1426","","5","921"
"1427","","3","930"
"1428","","1","889"
"1429","","3","513"
"1430","","7","522"
"1431","","3","786"
"1432","","3","859"
"1433","","8","538"
"1434","","5","713"
"1435","","5","1038"
"1436","","6","539"
"1437","","5","860"
"1438","","3","578"
"1439","","6","568"
"1440","","7","674"
"1441","","3","517"
"1442","","2","975"
"1443","","6","770"
"1444","","8","668"
"1445","","8","825"
"1446","","5","1046"
"1447","","2","1019"
"1448","","1","869"
"1449","","7","604"
"1450","","6","795"
"1451","","3","876"
"1452","","1","699"
"1453","","3","687"
"1454","","8","1019"
"1455","","2","597"
"1456","","4","674"
"1457","","4","633"
"1458","","7","1043"
"1459","","5","993"
"1460","","6","792"
"1461","","8","918"
"1462","","3","740"
"1463","","7","938"
"1464","","4","789"
"1465","","8","601"
"1466","","7","753"
"1467","","2","873"
"1468","","1","962"
"1469","","5","726"
"1470","","2","988"
"1471","","7","619"
"1472","","5","521"
"1473","","2","664"
"1474","","3","923"
"1475","","7","865"
"1476","","4","584"
"1477","","2","867"
"1478","","1","557"
"1479","","6","563"
"1480","","7","876"
"1481","","4","892"
"1482","","2","553"
"1483","","5","854"
"1484","","1","1015"
"1485","","2","862"
"1486","","4","777"
"1487","","6","968"
"1488","","2","821"
"1489","","3","728"
"1490","","4","947"
"1491","","2","697"
"1492","","1","724"
"1493","","4","744"
"1494","","1","532"
"1495","","8","710"
"1496","","1","985"
"1497","","1","855"
"1498","","3","514"
"1499","","8","879"
"1500","","7","822"
"1501","","5","686"
"1502","","7","1048"
"1503","","8","705"
"1504","","2","1010"
"1505","","6","947"
"1506","","1","941"
"1507","","4","972"
"1508","","7","568"
"1509","","2","612"
"1510","","7","983"
"1511","","7","736"
"1512","","8","628"
"1513","","1","1016"
"1514","","3","662"
"1515","","7","1016"
"1516","","3","895"
"1517","","3","658"
"1518","","1","850"
"1519","","1","690"
"1520","","1","1014"
"1521","","4","651"
"1522","","6","558"
"1523","","7","879"
"1524","","1","850"
"1525","","6","935"
"1526","","6","876"
"1527","","2","1005"
"1528","","1","550"
"1529","","2","749"
"1530","","3","843"
"1531","","8","613"
"1532","","3","718"
"1533","","6","1010"
"1534","","1","566"
"1535","","3","894"
"1536","","8","561"
"1537","","8","773"
"1538","","7","981"
"1539","","2","636"
"1540","","3","983"
"1541","","2","542"
"1542","","4","949"
"1543","","4","983"
"1544","","1","1019"
"1545","","2","801"
"1546","","3","632"
"1547","","3","861"
"1548","","6","842"
"1549","","1","755"
"1550","","2","954"
"1551","","4","752"
"1552","","6","827"
"1553","","6","996"
"1554","","7","908"
"1555","","8","569"
"1556","","3","770"
"1557","","7","812"
"1558","","8","744"
"1559","","6","574"
"1560","","1","503"
"1561","","8","997"
"1562","","3","697"
"1563","","5","859"
"1564","","3","889"
"1565","","5","552"
"1566","","1","777"
"1567","","6","878"
"1568","","6","787"
"1569","","6","668"
"1570","","1","670"
"1571","","8","733"
"1572","","5","659"
"1573","","7","719"
"1574","","1","622"
"1575","","6","797"
"1576","","7","818"
"1577","","6","640"
"1578","","2","753"
"1579","","1","931"
"1580","","3","567"
"1581","","4","953"
"1582","","8","628"
"1583","","2","895"
"1584","","3","623"
"1585","","3","608"
"1586","","7","561"
"1587","","1","608"
"1588","","7","890"
"1589","","6","751"
"1590","","6","623"
"1591","","5","534"
"1592","","6","1031"
"1593","","4","815"
"1594","","8","937"
"1595","","4","782"
"1596","","6","915"
"1597","","2","962"
"1598","","5","642"
"1599","","1","503"
"1600","","8","856"
"1601","","3","962"
"1602","","8","723"
"1603","","6","972"
"1604","","6","762"
"1605","","4","831"
"1606","","8","586"
"1607","","1","618"
"1608","","6","960"
"1609","","4","799"
"1610","","5","642"
"1611","","2","663"
"1612","","8","555"
"1613","","3","858"
"1614","","2","1016"
"1615","","3","926"
"1616","","6","537"
"1617","","6","1007"
"1618","","1","552"
"1619","","7","602"
"1620","","1","859"
"1621","","6","502"
"1622","","7","906"
"1623","","4","839"
"1624","","4","996"
"1625","","4","910"
"1626","","3","583"
"1627","","3","614"
"1628","","3","615"
"1629","","1","596"
"1630","","4","777"
"1631","","2","899"
"1632","","2","502"
"1633","","2","593"
"1634","","3","581"
"1635","","1","571"
"1636","","6","697"
"1637","","6","612"
"1638","","3","508"
"1639","","6","514"
"1640","","6","954"
"1641","","6","862"
"1642","","4","537"
"1643","","4","645"
"1644","","6","912"
"1645","","6","522"
"1646","","1","703"
"1647","","3","613"
"1648","","4","876"
"1649","","8","727"
"1650","","7","939"
"1651","","6","656"
"1652","","6","657"
"1653","","8","736"
"1654","","3","1024"
"1655","","8","537"
"1656","","4","886"
"1657","","7","776"
"1658","","8","795"
"1659","","6","901"
"1660","","3","628"
"1661","","3","923"
"1662","","1","618"
"1663","","1","902"
"1664","","7","734"
"1665","","2","921"
"1666","","2","549"
"1667","","2","962"
"1668","","1","858"
"1669","","6","866"
"1670","","6","999"
"1671","","2","884"
"1672","","7","770"
"1673","","5","890"
"1674","","5","931"
"1675","","3","906"
"1676","","5","725"
"1677","","4","838"
"1678","","1","628"
"1679","","6","504"
"1680","","3","1027"
"1681","","5","658"
"1682","","7","737"
"1683","","6","898"
"1684","","1","831"
"1685","","2","555"
"1686","","5","734"
"1687","","6","767"
"1688","","8","841"
"1689","","3","751"
"1690","","4","775"
"1691","","3","969"
"1692","","1","766"
"1693","","2","665"
"1694","","5","529"
"1695","","1","1026"
"1696","","8","666"
"1697","","1","835"
"1698","","2","710"
"1699","","4","878"
"1700","","8","770"
"1701","","8","689"
"1702","","4","700"
"1703","","3","823"
"1704","","7","689"
"1705","","8","642"
"1706","","1","842"
"1707","","4","741"
"1708","","7","572"
"1709","","4","975"
"1710","","7","546"
"1711","","6","771"
"1712","","3","923"
"1713","","8","600"
"1714","","6","697"
"1715","","8","861"
"1716","","2","631"
"1717","","5","855"
"1718","","4","518"
"1719","","2","676"
"1720","","8","824"
"1721","","2","859"
"1722","","6","793"
"1723","","1","696"
"1724","","8","764"
"1725","","3","823"
"1726","","1","962"
"1727","","7","801"
"1728","","3","532"
"1729","","6","664"
"1730","","1","811"
"1731","","7","756"
"1732","","4","723"
"1733","","7","563"
"1734","","6","846"
"1735","","6","702"
"1736","","7","852"
"1737","","8","611"
"1738","","8","616"
"1739","","4","1011"
"1740","","7","699"
"1741","","8","582"
"1742","","2","665"
"1743","","7","865"
"1744","","3","852"
"1745","","4","599"
"1746","","7","1008"
"1747","","5","554"
"1748","","3","651"
"1749","","5","694"
"1750","","8","1028"
"1751","","6","1040"
"1752","","3","586"
"1753","","7","831"
"1754","","6","1000"
"1755","","4","1019"
"1756","","2","1041"
"1757","","4","548"
"1758","","1","516"
"1759","","5","772"
"1760","","7","997"
"1761","","6","1007"
"1762","","5","581"
"1763","","3","886"
"1764","","1","983"
"1765","","7","895"
"1766","","6","1043"
"1767","","3","962"
"1768","","8","680"
"1769","","2","728"
"1770","","7","589"
"1771","","5","766"
"1772","","2","728"
"1773","","7","874"
"1774","","8","872"
"1775","","1","554"
"1776","","5","544"
"1777","","5","784"
"1778","","2","717"
"1779","","6","876"
"1780","","1","501"
"1781","","1","951"
"1782","","1","637"
"1783","","8","662"
"1784","","7","599"
"1785","","8","683"
"1786","","3","747"
"1787","","7","707"
"1788","","3","819"
"1789","","2","684"
"1790","","4","1004"
"1791","","1","518"
"1792","","1","571"
"1793","","2","567"
"1794","","6","888"
"1795","","1","910"
"1796","","3","659"
"1797","","5","845"
"1798","","7","904"
"1799","","8","689"
"1800","","3","863"
"1801","","2","608"
"1802","","5","530"
"1803","","5","599"
"1804","","1","664"
"1805","","1","575"
"1806","","7","648"
"1807","","7","569"
"1808","","6","902"
"1809","","1","992"
"1810","","8","622"
"1811","","3","892"
"1812","","2","966"
"1813","","4","762"
"1814","","2","598"
"1815","","6","923"
"1816","","5","919"
"1817","","3","677"
"1818","","3","784"
"1819","","1","1007"
"1820","","1","579"
"1821","","1","923"
"1822","","7","913"
"1823","","7","629"
"1824","","6","569"
"1825","","6","804"
"1826","","6","758"
"1827","","6","874"
"1828","","1","953"
"1829","","7","987"
"1830","","2","842"
"1831","","8","583"
"1832","","5","1050"
"1833","","3","610"
"1834","","3","589"
"1835","","3","560"
"1836","","4","887"
"1837","","5","1016"
"1838","","7","671"
"1839","","5","716"
"1840","","8","943"
"1841","","2","699"
"1842","","4","531"
"1843","","1","904"
"1844","","3","861"
"1845","","6","919"
"1846","","3","864"
"1847","","4","623"
"1848","","6","967"
"1849","","3","944"
"1850","","2","1037"
"1851","","3","715"
"1852","","8","844"
"1853","","7","857"
"1854","","1","559"
"1855","","1","867"
"1856","","5","1016"
"1857","","5","674"
"1858","","1","543"
"1859","","3","689"
"1860","","5","816"
"1861","","1","894"
"1862","","3","807"
"1863","","4","969"
"1864","","2","947"
"1865","","7","852"
"1866","","4","514"
"1867","","6","774"
"1868","","5","698"
"1869","","6","678"
"1870","","1","745"
"1871","","3","948"
"1872","","7","666"
"1873","","4","675"
"1874","","2","624"
"1875","","6","715"
"1876","","7","993"
"1877","","4","927"
"1878","","6","503"
"1879","","1","624"
"1880","","3","551"
"1881","","1","561"
"1882","","6","623"
"1883","","8","1048"
"1884","","5","966"
"1885","","1","669"
"1886","","5","542"
"1887","","6","825"
"1888","","8","849"
"1889","","5","739"
"1890","","8","905"
"1891","","6","540"
"1892","","5","751"
"1893","","4","708"
"1894","","6","664"
"1895","","1","614"
"1896","","4","760"
"1897","","2","556"
"1898","","4","811"
"1899","","6","545"
"1900","","5","758"
"1901","","6","973"
"1902","","4","944"
"1903","","4","528"
"1904","","1","792"
"1905","","5","623"
"1906","","7","522"
"1907","","7","1012"
"1908","","2","922"
"1909","","4","776"
"1910","","3","689"
"1911","","5","818"
"1912","","1","798"
"1913","","7","803"
"1914","","4","968"
"1915","","1","655"
"1916","","7","624"
"1917","","4","904"
"1918","","1","885"
"1919","","2","503"
"1920","","7","876"
"1921","","5","738"
"1922","","3","675"
"1923","","2","578"
"1924","","8","529"
"1925","","1","990"
"1926","","7","857"
"1927","","6","730"
"1928","","7","936"
"1929","","1","776"
"1930","","4","985"
"1931","","3","765"
"1932","","4","724"
"1933","","8","737"
"1934","","8","541"
"1935","","1","810"
"1936","","7","748"
"1937","","3","539"
"1938","","5","504"
"1939","","7","573"
"1940","","7","934"
"1941","","1","741"
"1942","","1","961"
"1943","","2","804"
"1944","","4","672"
"1945","","4","714"
"1946","","1","875"
"1947","","3","735"
"1948","","3","763"
"1949","","1","700"
"1950","","6","614"
"1951","","7","608"
"1952","","1","759"
"1953","","2","1047"
"1954","","1","1026"
"1955","","3","663"
"1956","","4","960"
"1957","","6","629"
"1958","","3","583"
"1959","","5","1047"
"1960","","1","705"
"1961","","5","700"
"1962","","5","1004"
"1963","","3","660"
"1964","","4","835"
"1965","","8","918"
"1966","","8","947"
"1967","","2","938"
"1968","","7","995"
"1969","","2","1027"
"1970","","8","1048"
"1971","","6","735"
"1972","","8","968"
"1973","","4","1010"
"1974","","1","919"
"1975","","4","690"
"1976","","8","670"
"1977","","6","682"
"1978","","7","990"
"1979","","8","633"
"1980","","7","660"
"1981","","8","826"
"1982","","5","968"
"1983","","6","588"
"1984","","2","1003"
"1985","","6","990"
"1986","","6","967"
"1987","","8","1013"
"1988","","7","581"
"1989","","2","998"
"1990","","3","600"
"1991","","8","1007"
"1992","","8","1014"
"1993","","8","977"
"1994","","7","1046"
"1995","","7","686"
"1996","","2","729"
"1997","","6","633"
"1998","","4","631"
"1999","","6","905"
"2000","","5","618"
"2001","","5","632"
"2002","","8","672"
"2003","","4","773"
"2004","","6","756"
"2005","","2","886"
"2006","","8","820"
"2007","","5","1035"
"2008","","3","666"
"2009","","5","573"
"2010","","3","847"
"2011","","4","1045"
"2012","","6","647"
"2013","","7","863"
"2014","","3","592"
"2015","","5","830"
"2016","","3","783"
"2017","","5","681"
"2018","","5","586"
"2019","","1","653"
"2020","","1","941"
"2021","","3","543"
"2022","","1","921"
"2023","","3","909"
"2024","","7","786"
"2025","","7","751"
"2026","","4","782"
"2027","","1","695"
"2028","","8","697"
"2029","","5","976"
"2030","","5","664"
"2031","","4","1012"
"2032","","5","719"
"2033","","5","969"
"2034","","6","680"
"2035","","7","512"
"2036","","2","536"
"2037","","6","928"
"2038","","5","758"
"2039","","7","918"
"2040","","6","859"
"2041","","2","862"
"2042","","4","554"
"2043","","8","643"
"2044","","8","962"
"2045","","8","1045"
"2046","","2","982"
"2047","","6","1028"
"2048","","6","520"
"2049","","2","872"
"2050","","6","969"
"2051","","5","709"
"2052","","7","636"
"2053","","7","797"
"2054","","2","651"
"2055","","2","897"
"2056","","7","637"
"2057","","8","522"
"2058","","4","769"
"2059","","2","572"
"2060","","2","906"
"2061","","5","784"
"2062","","7","609"
"2063","","8","567"
"2064","","6","677"
"2065","","5","906"
"2066","","2","959"
"2067","","3","736"
"2068","","4","868"
"2069","","2","892"
"2070","","4","825"
"2071","","7","616"
"2072","","2","815"
"2073","","1","925"
"2074","","8","935"
"2075","","5","593"
"2076","","4","553"
"2077","","3","638"
"2078","","8","599"
"2079","","5","802"
"2080","","1","698"
"2081","","3","534"
"2082","","3","637"
"2083","","2","921"
"2084","","7","838"
"2085","","2","692"
"2086","","1","980"
"2087","","1","575"
"2088","","3","1026"
"2089","","8","686"
"2090","","4","863"
"2091","","7","862"
"2092","","4","1015"
"2093","","7","528"
"2094","","5","572"
"2095","","3","1048"
"2096","","1","857"
"2097","","6","559"
"2098","","2","806"
"2099","","6","964"
"2100","","8","818"
"2101","","5","682"
"2102","","7","664"
"2103","","2","600"
"2104","","6","960"
"2105","","4","828"
"2106","","8","685"
"2107","","3","787"
"2108","","4","591"
"2109","","6","640"
"2110","","8","959"
"2111","","7","867"
"2112","","6","900"
"2113","","5","944"
"2114","","1","520"
"2115","","2","1009"
"2116","","1","994"
"2117","","7","925"
"2118","","3","757"
"2119","","8","1028"
"2120","","7","925"
"2121","","5","864"
"2122","","6","654"
"2123","","1","618"
"2124","","8","829"
"2125","","2","750"
"2126","","7","1036"
"2127","","5","604"
"2128","","1","637"
"2129","","1","848"
"2130","","5","998"
"2131","","6","561"
"2132","","6","549"
"2133","","8","879"
"2134","","4","901"
"2135","","5","730"
"2136","","6","667"
"2137","","1","840"
"2138","","7","942"
"2139","","5","571"
"2140","","7","702"
"2141","","6","922"
"2142","","3","881"
"2143","","5","845"
"2144","","2","579"
"2145","","1","528"
"2146","","8","704"
"2147","","3","958"
"2148","","1","502"
"2149","","1","541"
"2150","","7","880"
"2151","","4","872"
"2152","","7","762"
"2153","","6","718"
"2154","","2","503"
"2155","","1","536"
"2156","","6","545"
"2157","","8","698"
"2158","","7","820"
"2159","","8","774"
"2160","","4","730"
"2161","","8","990"
"2162","","7","672"
"2163","","1","725"
"2164","","7","761"
"2165","","6","889"
"2166","","3","655"
"2167","","6","743"
"2168","","1","508"
"2169","","2","821"
"2170","","4","545"
"2171","","6","832"
"2172","","4","697"
"2173","","7","679"
"2174","","7","882"
"2175","","1","547"
"2176","","5","643"
